Player,Pos,Age,Tm,Season,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
J.J. Hickson,PF,25,DEN,2013-14,69,1859,16.2,0.521,0.012,0.443,11.9,24.8,18.3,8.4,1.2,2.0,14.1,20.8,1.3,2.1,3.3,0.086,-1.7,0.8,-0.8,0.6
J.J. Hickson,C,26,DEN,2014-15,73,1411,14.3,0.504,0.004,0.438,11.1,24.0,17.3,6.5,1.3,1.9,14.9,19.7,0.5,1.4,1.8,0.062,-3.1,0.4,-2.7,-0.3
J.J. Hickson,C,27,TOT,2015-16,35,436,16.8,0.514,0.006,0.665,9.8,24.1,16.8,8.7,1.7,2.6,11.1,22.6,0.3,0.5,0.8,0.088,-2.9,-0.1,-3.0,-0.1
J.J. O'Brien,SF,23,UTA,2015-16,2,6,1.3,0.0,0.0,0.0,0.0,19.4,9.7,0.0,8.8,0.0,0.0,7.7,0.0,0.0,0.0,-0.028,-10.2,5.5,-4.7,0.0
J.J. Redick,PG,22,ORL,2006-07,42,622,13.0,0.569,0.503,0.308,2.0,8.1,5.2,9.7,1.0,0.0,8.7,18.1,1.2,0.5,1.7,0.134,1.3,-2.6,-1.4,0.1
J.J. Redick,SG,23,ORL,2007-08,34,276,12.7,0.569,0.398,0.315,0.4,8.8,4.8,9.7,0.7,0.0,10.9,22.9,0.3,0.2,0.5,0.091,-0.9,-3.4,-4.3,-0.2
J.J. Redick,SG,24,ORL,2008-09,64,1111,9.9,0.562,0.599,0.311,0.8,10.0,5.5,10.3,1.0,0.1,13.7,16.4,0.8,1.5,2.3,0.098,-1.0,-0.3,-1.3,0.2
J.J. Redick,SG,25,ORL,2009-10,82,1808,15.0,0.606,0.495,0.401,1.1,8.5,5.0,13.9,0.8,0.2,8.8,18.3,4.7,1.8,6.5,0.173,2.5,-1.1,1.4,1.5
J.J. Redick,SG,26,ORL,2010-11,59,1513,12.8,0.589,0.49,0.286,0.5,8.1,4.4,11.0,1.0,0.2,9.5,17.0,2.7,1.8,4.5,0.142,1.1,-0.4,0.6,1.0
J.J. Redick,SG,27,ORL,2011-12,65,1765,15.1,0.575,0.459,0.269,1.2,8.8,4.9,16.2,0.8,0.3,9.4,19.2,4.2,1.0,5.2,0.142,2.2,-1.9,0.3,1.0
J.J. Redick,SG,28,TOT,2012-13,78,2379,14.7,0.571,0.513,0.216,0.8,7.3,4.0,20.0,0.8,0.3,12.5,20.8,4.0,0.5,4.5,0.091,2.1,-3.2,-1.1,0.6
J.J. Redick,SG,29,LAC,2013-14,35,987,16.6,0.598,0.465,0.266,1.0,7.1,4.2,12.6,1.4,0.2,8.6,21.8,2.3,0.7,3.0,0.147,2.9,-2.1,0.8,0.7
J.J. Redick,SG,30,LAC,2014-15,78,2409,16.2,0.622,0.488,0.216,1.0,6.6,3.9,9.0,0.8,0.3,8.5,21.0,5.8,0.9,6.7,0.134,3.4,-2.7,0.7,1.6
J.J. Redick,SG,31,LAC,2015-16,75,2097,17.5,0.632,0.478,0.233,0.5,6.6,3.6,8.6,1.0,0.2,7.4,22.6,5.3,1.4,6.7,0.154,3.5,-2.7,0.8,1.5
J.J. Redick,SG,32,LAC,2016-17,78,2198,14.8,0.599,0.526,0.227,0.6,7.9,4.4,7.8,1.2,0.5,9.1,22.0,3.3,1.5,4.8,0.105,2.0,-2.1,-0.1,1.1
J.J. Redick,SG,33,PHI,2017-18,70,2116,15.9,0.614,0.523,0.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,0.15,2.6,-2.6,0.0,1.1
J.J. Redick,SG,34,PHI,2018-19,76,2379,15.1,0.602,0.589,0.248,0.9,7.2,4.1,12.9,0.6,0.6,8.1,21.9,4.6,1.2,5.9,0.118,2.7,-3.3,-0.7,0.8
J.P. Macura,SG,23,CHO,2018-19,2,17,5.7,0.333,0.444,0.0,0.0,19.4,9.5,18.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,-0.11,-6.2,-4.3,-10.5,0.0
J.R. Giddens,SF,23,BOS,2008-09,6,8,26.0,0.667,0.0,0.0,31.9,14.5,22.8,0.0,6.6,0.0,25.0,23.3,0.0,0.0,0.0,0.201,1.4,-2.1,-0.7,0.0
J.R. Giddens,SF,24,TOT,2009-10,32,239,9.2,0.492,0.167,0.383,7.7,17.2,12.5,8.2,1.9,0.6,19.5,16.7,-0.1,0.3,0.1,0.021,-4.4,-0.2,-4.7,-0.2
J.R. Smith,SG,20,NOK,2005-06,55,989,12.7,0.515,0.383,0.276,2.2,11.3,6.6,10.3,2.0,0.3,11.6,21.9,0.4,0.8,1.2,0.06,-0.5,-1.6,-2.1,0.0
J.R. Smith,SG,21,DEN,2006-07,63,1471,15.6,0.585,0.593,0.196,2.3,8.5,5.5,10.2,1.6,0.4,10.8,22.8,2.5,1.1,3.7,0.12,3.0,-2.4,0.6,1.0
J.R. Smith,SG,22,DEN,2007-08,74,1421,18.1,0.603,0.579,0.264,3.3,8.1,5.8,14.7,2.1,0.6,13.0,25.8,2.5,1.3,3.7,0.126,3.9,-2.7,1.2,1.2
J.R. Smith,SG,23,DEN,2008-09,81,2245,16.8,0.576,0.477,0.286,2.3,12.8,7.7,17.3,1.8,0.5,12.3,24.2,3.6,2.2,5.8,0.124,3.0,-1.3,1.7,2.1
J.R. Smith,SG,24,DEN,2009-10,75,2082,15.0,0.515,0.452,0.195,1.6,11.3,6.5,15.0,2.4,0.7,11.0,26.9,0.6,2.1,2.7,0.062,1.1,-1.4,-0.3,0.9
J.R. Smith,SF,25,DEN,2010-11,79,1968,16.4,0.55,0.406,0.282,2.7,15.8,9.4,14.2,2.3,0.6,10.2,22.2,2.6,2.3,5.0,0.121,1.8,0.1,1.9,1.9
J.R. Smith,SG,26,NYK,2011-12,35,967,15.2,0.508,0.477,0.136,3.4,12.9,8.1,15.2,2.9,0.5,9.7,22.0,1.0,1.5,2.5,0.122,1.8,0.5,2.3,1.0
J.R. Smith,SG,27,NYK,2012-13,80,2678,17.6,0.522,0.349,0.249,2.7,16.3,9.3,14.5,2.0,0.8,8.8,26.5,4.0,2.7,6.7,0.12,1.8,-0.5,1.3,2.2
J.R. Smith,SF,28,NYK,2013-14,74,2421,14.0,0.527,0.503,0.145,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,2.5,1.2,3.7,0.073,1.8,-1.6,0.1,1.3
J.R. Smith,SG,29,TOT,2014-15,70,2080,13.6,0.538,0.564,0.095,1.7,10.4,6.0,15.6,2.1,0.8,11.0,19.3,2.2,1.5,3.7,0.085,1.7,-1.0,0.7,1.4
J.R. Smith,SG,30,CLE,2015-16,77,2362,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18.0,3.0,2.5,5.5,0.111,1.8,-0.4,1.3,2.0
J.R. Smith,SG,31,CLE,2016-17,41,1187,8.1,0.484,0.761,0.042,1.6,8.6,5.2,7.3,1.7,0.7,6.7,14.6,0.1,0.8,0.8,0.034,-0.5,-0.7,-1.3,0.2
J.R. Smith,SG,32,CLE,2017-18,80,2244,8.4,0.534,0.64,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-0.6,-1.0,-1.7,0.2
J.R. Smith,SG,33,CLE,2018-19,11,222,7.8,0.444,0.494,0.127,0.0,9.4,4.5,13.8,2.5,1.2,11.7,18.6,-0.3,0.1,-0.2,-0.038,-3.5,-1.7,-5.2,-0.2
JaJuan Johnson,PF,22,BOS,2011-12,36,298,11.4,0.456,0.0,0.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,0.032,-5.9,-0.4,-6.3,-0.3
JaKarr Sampson,SF,21,PHI,2014-15,74,1131,9.4,0.498,0.367,0.272,3.2,12.9,7.8,12.0,1.7,1.9,16.4,17.9,-0.5,1.1,0.6,0.025,-4.0,-0.4,-4.4,-0.7
JaKarr Sampson,SF,22,TOT,2015-16,73,1160,8.3,0.504,0.199,0.385,4.2,14.0,9.0,6.2,1.0,2.2,15.9,16.6,-0.5,0.6,0.1,0.006,-4.6,-0.8,-5.4,-1.0
JaKarr Sampson,SF,24,SAC,2017-18,22,344,13.9,0.585,0.123,0.198,6.7,19.7,12.9,3.9,1.2,6.1,8.3,12.5,0.4,0.4,0.8,0.114,-2.6,1.9,-0.7,0.1
JaKarr Sampson,SF,25,CHI,2018-19,4,127,22.5,0.633,0.259,0.389,4.2,23.4,13.7,5.3,1.5,2.0,5.9,23.1,0.3,0.1,0.5,0.173,0.6,-2.0,-1.5,0.0
JaMychal Green,PF,24,TOT,2014-15,24,164,14.9,0.603,0.128,0.213,13.3,18.0,15.7,4.0,1.6,2.4,21.4,18.3,0.1,0.3,0.4,0.119,-2.0,-0.1,-2.1,0.0
JaMychal Green,PF,25,MEM,2015-16,78,1446,14.6,0.52,0.091,0.277,10.5,19.3,14.7,7.7,1.6,2.1,13.0,19.8,1.2,1.4,2.6,0.086,-1.6,-0.3,-1.9,0.0
JaMychal Green,PF,26,MEM,2016-17,77,2101,13.5,0.601,0.29,0.334,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,3.2,2.6,5.8,0.132,-0.4,1.1,0.7,1.4
JaMychal Green,PF,27,MEM,2017-18,55,1542,14.0,0.53,0.26,0.227,10.8,24.4,17.4,8.3,1.0,1.5,12.4,17.8,1.3,1.3,2.6,0.079,-1.2,-0.4,-1.5,0.2
JaMychal Green,PF,28,TOT,2018-19,65,1371,14.7,0.587,0.37,0.212,8.3,24.3,16.4,5.8,1.6,2.3,14.3,19.4,0.9,1.9,2.9,0.101,-1.5,0.0,-1.5,0.2
JaMychal Green,PF,28,MEM,2018-19,41,900,14.9,0.58,0.308,0.256,8.8,22.8,15.7,6.5,1.8,2.7,15.6,20.4,0.4,1.4,1.8,0.094,-2.1,0.6,-1.4,0.1
JaMychal Green,PF,28,LAC,2018-19,24,471,14.3,0.6,0.488,0.128,7.4,27.3,17.7,4.3,1.2,1.3,11.7,17.6,0.5,0.6,1.1,0.113,-0.4,-1.3,-1.7,0.0
JaVale McGee,C,21,WAS,2008-09,75,1143,17.0,0.534,0.0,0.419,12.0,18.4,15.1,3.4,1.5,5.4,11.7,20.7,1.1,0.9,2.0,0.084,-2.5,-0.6,-3.1,-0.3
JaVale McGee,C,22,WAS,2009-10,60,968,17.0,0.539,0.003,0.378,10.3,18.7,14.5,2.4,0.9,8.0,12.5,19.1,0.8,1.3,2.1,0.105,-3.2,1.7,-1.5,0.1
JaVale McGee,C,23,WAS,2010-11,79,2193,17.4,0.566,0.005,0.381,11.2,22.2,16.5,2.8,1.0,6.7,12.6,16.3,2.7,2.5,5.3,0.115,-1.8,1.7,-0.1,1.0
JaVale McGee,C,24,TOT,2011-12,61,1535,19.9,0.552,0.0,0.303,12.1,23.3,17.7,3.5,1.2,6.6,12.2,20.7,1.9,2.2,4.1,0.127,-1.4,1.2,-0.1,0.7
JaVale McGee,C,25,DEN,2012-13,79,1433,20.7,0.589,0.002,0.353,12.6,17.1,14.9,2.7,1.1,8.5,12.9,21.1,2.7,2.2,4.9,0.163,-0.5,2.0,1.5,1.2
JaVale McGee,C,26,DEN,2013-14,5,79,10.2,0.455,0.0,0.026,13.6,9.6,11.6,4.4,0.6,6.5,17.2,25.0,-0.1,0.1,-0.1,-0.039,-5.8,-0.1,-5.9,-0.1
JaVale McGee,C,27,TOT,2014-15,23,256,14.4,0.567,0.0,0.418,7.3,18.9,12.9,2.0,0.4,6.1,16.1,18.9,0.1,0.3,0.4,0.071,-5.3,-0.3,-5.6,-0.2
JaVale McGee,C,28,DAL,2015-16,34,370,19.9,0.574,0.007,0.269,15.8,23.7,19.7,1.5,0.7,5.9,12.3,21.1,0.6,0.5,1.1,0.146,-2.9,-0.6,-3.5,-0.1
JaVale McGee,C,29,GSW,2016-17,77,739,25.2,0.642,0.009,0.348,15.9,20.1,18.1,3.8,1.2,7.1,9.8,23.8,2.0,1.5,3.5,0.225,0.2,0.5,0.8,0.5
JaVale McGee,C,30,GSW,2017-18,65,615,22.3,0.641,0.027,0.237,11.5,18.7,15.4,8.0,1.6,7.3,10.0,19.2,1.7,1.1,2.7,0.212,0.4,2.1,2.6,0.7
JaVale McGee,C,31,LAL,2018-19,75,1671,21.8,0.634,0.019,0.237,12.3,22.5,17.5,4.8,1.3,7.3,13.2,20.2,3.0,2.9,5.9,0.171,-0.9,2.8,1.9,1.7
Jabari Bird,SG,23,BOS,2017-18,13,115,12.1,0.615,0.269,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.3,0.1,-2.1,0.0
Jabari Brown,SG,22,LAL,2014-15,19,568,11.0,0.547,0.365,0.5,0.6,6.7,3.5,11.0,1.1,0.3,13.4,18.8,0.4,0.0,0.4,0.033,-0.8,-3.0,-3.8,-0.3
Jabari Parker,PF,19,MIL,2014-15,25,738,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1.0,1.3,0.088,-1.4,0.2,-1.2,0.1
Jabari Parker,PF,20,MIL,2015-16,76,2408,14.8,0.535,0.039,0.254,5.9,12.8,9.4,8.9,1.5,1.0,10.4,20.9,2.4,1.2,3.6,0.072,-0.9,-1.5,-2.4,-0.2
Jabari Parker,PF,21,MIL,2016-17,51,1728,19.1,0.563,0.219,0.268,5.4,15.7,10.6,14.3,1.5,1.1,9.3,26.5,2.6,1.5,4.0,0.112,1.5,-1.3,0.2,1.0
Jabari Parker,PF,22,MIL,2017-18,31,743,17.1,0.55,0.244,0.163,6.6,17.1,11.9,13.1,1.7,1.2,11.2,24.4,0.6,0.6,1.2,0.08,-0.2,-1.6,-1.8,0.0
Jabari Parker,PF,23,TOT,2018-19,64,1724,15.5,0.56,0.26,0.246,4.9,21.8,13.3,14.1,1.3,1.5,15.4,24.6,0.1,1.3,1.4,0.039,-1.5,-0.5,-2.1,0.0
Jabari Parker,PF,23,CHI,2018-19,39,1042,14.6,0.543,0.246,0.233,4.2,21.1,12.6,13.2,1.1,1.2,14.1,25.0,-0.2,0.7,0.5,0.024,-2.0,-1.0,-3.0,-0.3
Jabari Parker,PF,23,WAS,2018-19,25,682,17.0,0.587,0.284,0.267,5.9,23.0,14.3,15.4,1.6,2.0,17.4,24.0,0.3,0.6,0.9,0.063,-0.8,0.1,-0.7,0.2
Jack Cooley,C,23,UTA,2014-15,16,87,11.4,0.432,0.0,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18.0,0.0,0.2,0.2,0.092,-4.4,0.4,-4.0,0.0
Jack Cooley,PF,26,SAC,2017-18,7,87,19.7,0.566,0.0,0.704,17.6,21.9,19.6,10.5,0.6,0.0,7.8,19.8,0.3,0.0,0.3,0.182,0.9,-2.5,-1.6,0.0
Jackie Butler,C,20,NYK,2005-06,55,740,14.8,0.587,0.0,0.358,10.9,19.3,15.0,6.1,1.2,3.4,19.9,19.0,0.7,0.6,1.2,0.078,-1.6,0.0,-1.6,0.1
Jackie Butler,C,21,SAS,2006-07,11,103,9.6,0.52,0.0,0.286,7.3,18.0,12.9,8.1,1.0,0.0,20.2,22.8,-0.1,0.2,0.1,0.047,-5.4,-0.7,-6.1,-0.1
Jackson Vroman,PF,24,NOK,2005-06,41,406,5.9,0.428,0.0,0.667,9.4,16.0,12.6,4.2,1.6,2.2,19.7,12.2,-0.3,0.4,0.1,0.014,-5.1,1.1,-3.9,-0.2
Jacob Evans,SG,21,GSW,2018-19,30,204,3.5,0.374,0.283,0.019,3.3,9.5,6.5,13.7,1.2,1.2,17.1,13.5,-0.3,0.2,-0.1,-0.03,-5.9,-0.9,-6.9,-0.3
Jacob Pullen,PG,28,PHI,2017-18,3,6,-2.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.3,0.0,0.0,0.0,-0.21,-10.5,-4.7,-15.2,0.0
Jacob Wiley,PF,23,BRK,2017-18,5,33,8.2,0.41,0.5,0.5,6.4,29.2,17.7,8.0,1.5,0.0,0.0,6.4,0.0,0.0,0.1,0.094,-3.9,0.9,-3.0,0.0
Jacque Vaughn,SG,30,NJN,2005-06,80,1234,7.5,0.488,0.024,0.331,1.5,7.2,4.3,16.2,1.8,0.1,15.6,12.7,0.0,1.5,1.5,0.06,-4.6,0.0,-4.6,-0.8
Jacque Vaughn,PG,31,SAS,2006-07,64,760,10.9,0.491,0.012,0.389,1.3,9.2,5.4,25.9,1.7,0.2,17.0,14.7,0.6,1.2,1.7,0.107,-3.2,-0.1,-3.2,-0.2
Jacque Vaughn,PG,32,SAS,2007-08,74,1139,9.2,0.481,0.035,0.283,1.4,6.2,3.8,21.9,1.1,0.1,14.5,15.6,0.3,1.4,1.6,0.069,-3.9,-0.9,-4.8,-0.8
Jacque Vaughn,PG,33,SAS,2008-09,30,292,7.6,0.392,0.013,0.24,1.7,7.3,4.5,27.6,1.1,0.0,15.3,16.2,-0.2,0.3,0.1,0.02,-5.8,-1.7,-7.5,-0.4
Jae Crowder,SF,22,DAL,2012-13,78,1353,10.2,0.491,0.523,0.199,2.9,12.3,7.7,10.0,2.4,1.0,10.9,15.1,0.2,1.3,1.5,0.055,-0.9,0.4,-0.5,0.5
Jae Crowder,SF,23,DAL,2013-14,78,1254,11.9,0.551,0.51,0.206,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,1.2,1.1,2.3,0.089,0.0,0.6,0.6,0.8
Jae Crowder,SF,24,TOT,2014-15,82,1647,13.9,0.517,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,1.9,2.0,3.9,0.113,-0.1,0.6,0.6,1.1
Jae Crowder,SF,25,BOS,2015-16,73,2308,15.8,0.565,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,3.8,3.5,7.3,0.152,1.5,1.3,2.8,2.8
Jae Crowder,SF,26,BOS,2016-17,72,2335,14.9,0.613,0.547,0.301,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17.0,4.1,2.5,6.7,0.137,1.4,0.2,1.6,2.1
Jae Crowder,SF,27,TOT,2017-18,80,2090,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-0.8,-0.9,-1.7,0.1
Jae Crowder,SF,28,UTA,2018-19,80,2166,12.1,0.538,0.655,0.247,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.097,0.0,0.4,0.4,1.3
Jahlil Okafor,C,20,PHI,2015-16,53,1591,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,1.2,0.037,-2.6,-1.5,-4.1,-0.8
Jahlil Okafor,C,21,PHI,2016-17,50,1134,14.8,0.546,0.0,0.335,7.8,15.5,11.7,9.0,0.9,3.4,14.4,24.1,0.1,1.1,1.2,0.05,-3.4,0.1,-3.3,-0.4
Jahlil Okafor,C,22,TOT,2017-18,28,353,15.3,0.584,0.029,0.21,6.3,19.4,12.8,5.9,0.4,3.9,12.2,21.0,0.3,0.3,0.6,0.083,-3.7,-0.8,-4.5,-0.2
Jahlil Okafor,C,23,NOP,2018-19,59,935,17.9,0.603,0.014,0.246,9.2,21.4,15.4,6.3,0.7,3.5,11.5,19.9,1.4,0.8,2.2,0.115,-1.7,-0.5,-2.3,-0.1
Jake Layman,SF,22,POR,2016-17,35,249,4.9,0.404,0.573,0.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,-0.4,0.1,-0.3,-0.054,-4.7,-2.7,-7.4,-0.3
Jake Layman,SF,23,POR,2017-18,35,160,4.9,0.352,0.426,0.064,2.8,8.1,5.5,9.4,1.9,2.0,9.4,14.6,-0.3,0.2,-0.1,-0.021,-5.3,0.4,-5.0,-0.1
Jake Layman,SF,24,POR,2018-19,71,1327,13.5,0.594,0.427,0.167,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,1.9,1.2,3.1,0.111,0.4,-0.6,-0.3,0.6
Jake Tsakalidis,C,26,MEM,2005-06,51,732,17.3,0.632,0.0,0.527,13.1,22.0,17.6,3.2,1.1,3.5,16.1,16.1,1.5,1.4,2.8,0.186,-1.5,0.6,-0.9,0.2
Jake Tsakalidis,C,27,TOT,2006-07,36,390,8.4,0.471,0.0,0.542,12.7,18.7,15.7,1.9,1.1,2.3,21.2,13.2,-0.1,0.4,0.3,0.031,-5.1,-0.6,-5.7,-0.4
Jake Tsakalidis,C,27,MEM,2006-07,23,258,6.5,0.446,0.0,0.48,11.1,18.5,14.8,1.2,1.4,3.2,25.7,14.3,-0.4,0.2,-0.2,-0.039,-6.4,-0.9,-7.2,-0.3
Jake Tsakalidis,C,27,HOU,2006-07,13,132,12.0,0.524,0.0,0.682,15.8,19.1,17.4,3.4,0.4,0.6,9.5,11.1,0.3,0.2,0.5,0.169,-2.5,-0.2,-2.7,0.0
Jake Voskuhl,C,28,CHA,2005-06,51,818,11.0,0.47,0.011,0.23,8.3,18.3,13.0,7.9,1.6,2.2,10.3,17.4,0.2,0.9,1.0,0.061,-3.3,0.7,-2.7,-0.1
Jake Voskuhl,C,29,CHA,2006-07,73,1043,10.9,0.523,0.0,0.443,9.3,20.1,14.5,6.8,1.5,1.8,15.5,15.7,0.5,1.1,1.7,0.077,-3.1,0.5,-2.6,-0.2
Jake Voskuhl,C,30,MIL,2007-08,44,386,8.7,0.528,0.0,0.363,8.8,21.3,14.8,5.1,1.2,4.3,23.8,14.2,-0.1,0.3,0.2,0.025,-5.3,0.6,-4.7,-0.3
Jake Voskuhl,C,31,TOR,2008-09,38,240,0.4,0.342,0.0,0.311,10.4,18.4,14.4,4.6,0.7,1.3,24.9,13.1,-0.5,0.2,-0.3,-0.064,-7.7,-0.2,-7.9,-0.4
Jakob Poeltl,C,21,TOR,2016-17,54,626,12.2,0.589,0.0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,0.9,0.7,1.6,0.125,-1.2,0.5,-0.7,0.2
Jakob Pöltl,C,22,TOR,2017-18,82,1524,17.5,0.662,0.005,0.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,0.175,0.4,2.9,3.3,2.0
Jakob Pöltl,C,23,SAS,2018-19,77,1273,19.4,0.64,0.0,0.317,15.4,19.7,17.6,10.0,1.1,4.5,12.7,13.1,3.5,1.6,5.1,0.193,1.5,2.7,4.2,2.0
Jalen Brunson,PG,22,DAL,2018-19,73,1591,12.8,0.549,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1.0,2.6,0.077,-0.8,-1.6,-2.5,-0.2
Jalen Jones,SF,24,TOT,2017-18,16,181,10.3,0.485,0.382,0.279,7.7,15.7,11.6,3.5,1.4,0.5,8.4,20.9,0.0,0.2,0.1,0.027,-3.5,-2.9,-6.4,-0.2
Jalen Jones,SF,25,CLE,2018-19,16,214,11.7,0.548,0.452,0.435,5.5,12.5,8.8,4.8,2.1,0.8,9.8,16.7,0.2,0.1,0.3,0.056,-1.2,-2.2,-3.4,-0.1
Jalen Rose,SF,33,TOT,2005-06,72,1983,13.9,0.538,0.251,0.464,1.7,11.6,6.5,15.5,0.8,0.5,12.2,21.8,2.5,0.0,2.5,0.06,0.1,-2.6,-2.5,-0.3
Jalen Rose,SF,33,TOR,2005-06,46,1236,13.5,0.514,0.258,0.487,1.4,11.8,6.4,15.0,0.9,0.6,10.7,22.7,1.2,0.0,1.2,0.045,-0.4,-2.9,-3.3,-0.4
Jalen Rose,SG,33,NYK,2005-06,26,747,14.5,0.582,0.238,0.423,2.1,11.4,6.7,16.2,0.7,0.3,15.0,20.2,1.3,0.0,1.3,0.085,1.1,-2.3,-1.2,0.1
Jalen Rose,SF,34,PHO,2006-07,29,246,13.4,0.592,0.547,0.14,1.5,9.0,5.4,9.3,1.0,0.6,9.0,18.3,0.4,0.2,0.6,0.111,1.1,-2.2,-1.1,0.1
Jamaal Franklin,SG,22,MEM,2013-14,21,161,4.7,0.489,0.282,0.051,2.9,14.0,8.5,5.4,1.3,1.0,21.6,14.6,-0.2,0.2,0.0,-0.002,-5.1,-0.2,-5.4,-0.1
Jamaal Franklin,SG,23,DEN,2014-15,3,13,4.9,0.75,1.0,0.0,8.0,8.6,8.3,32.8,0.0,6.0,60.0,16.6,0.0,0.0,0.0,-0.063,-4.8,-0.3,-5.1,0.0
Jamaal Magloire,C,27,MIL,2005-06,82,2465,11.1,0.494,0.0,0.541,10.4,27.4,18.8,3.6,0.6,2.6,17.9,17.2,-0.8,2.9,2.0,0.039,-4.7,0.4,-4.3,-1.4
Jamaal Magloire,C,28,POR,2006-07,81,1703,11.5,0.527,0.0,0.613,10.8,25.4,18.0,2.9,0.7,3.1,20.5,17.4,-0.4,1.5,1.1,0.032,-4.3,-0.4,-4.7,-1.1
Jamaal Magloire,C,29,TOT,2007-08,31,286,1.4,0.377,0.0,0.8,7.7,28.3,18.0,3.7,0.2,2.7,28.7,16.8,-1.0,0.3,-0.6,-0.109,-11.5,-0.7,-12.2,-0.7
Jamaal Magloire,C,29,NJN,2007-08,24,259,1.7,0.351,0.0,0.633,8.0,28.2,18.1,4.1,0.0,3.0,26.9,15.1,-0.8,0.3,-0.5,-0.096,-10.9,-0.3,-11.2,-0.6
Jamaal Magloire,C,29,DAL,2007-08,7,27,-1.9,0.512,0.0,2.167,4.4,29.0,17.1,0.0,2.0,0.0,37.4,32.3,-0.2,0.0,-0.1,-0.234,-16.8,-5.3,-22.0,-0.1
Jamaal Magloire,C,30,MIA,2008-09,55,709,10.6,0.505,0.0,0.458,13.7,23.8,18.7,4.6,0.8,2.9,16.9,12.5,0.4,0.9,1.3,0.089,-4.1,0.6,-3.4,-0.3
Jamaal Magloire,C,31,MIA,2009-10,36,359,9.4,0.47,0.0,1.054,13.5,26.0,19.8,0.4,1.3,2.5,17.2,13.0,-0.1,0.7,0.6,0.078,-6.1,-0.9,-7.0,-0.5
Jamaal Magloire,C,32,MIA,2010-11,18,158,12.7,0.585,0.0,0.818,13.6,31.2,22.9,2.8,1.3,1.0,14.3,10.3,0.3,0.3,0.6,0.172,-2.5,-0.1,-2.7,0.0
Jamaal Magloire,C,33,TOR,2011-12,34,374,2.7,0.36,0.0,0.6,7.9,27.3,17.7,2.4,0.6,2.2,27.9,9.9,-0.7,0.5,-0.2,-0.021,-8.2,0.9,-7.3,-0.5
Jamaal Tinsley,PG,27,IND,2005-06,42,1122,12.1,0.458,0.181,0.236,3.7,9.8,6.8,33.3,2.3,0.4,20.4,22.2,-0.8,1.5,0.7,0.031,-1.8,0.5,-1.3,0.2
Jamaal Tinsley,PG,28,IND,2006-07,72,2243,15.2,0.465,0.217,0.269,3.0,9.5,6.2,38.5,2.7,0.8,16.7,23.8,0.2,2.6,2.8,0.06,0.4,-0.2,0.3,1.3
Jamaal Tinsley,PG,29,IND,2007-08,39,1293,12.8,0.458,0.305,0.216,2.0,10.0,5.9,38.8,2.5,0.6,20.4,21.3,-0.6,1.3,0.8,0.028,-1.3,-0.7,-2.0,0.0
Jamaal Tinsley,PG,31,MEM,2009-10,38,589,7.8,0.438,0.279,0.193,2.2,10.9,6.5,25.4,2.9,0.6,29.3,16.0,-0.8,0.5,-0.3,-0.027,-3.9,-0.2,-4.1,-0.3
Jamaal Tinsley,PG,33,UTA,2011-12,37,507,10.9,0.461,0.262,0.121,1.3,8.9,5.1,36.3,1.8,1.3,25.9,17.8,-0.2,0.3,0.1,0.006,-2.6,-2.2,-4.8,-0.4
